what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1430253244922
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430253246879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253261514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253268233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253269898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253287982
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1430253288007
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430253297403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430253358795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430253369272
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1430253373888
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430253378008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430253384146
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430253393616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253393843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253395656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430253396952
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430253401061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253410297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253412240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430253444087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430253446429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253456391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253464954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430253469043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253471200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430253488995
